name,quadrant_conf,block_conf
Перевод СУИД (КГМК) на целевые CoreIT,0.5347,0.678
"Мокрая магнитная сепарация
(ДТИ-ЗФ-ТОФ-017-П)",0.5349,0.7159
Полимерные композиты для ремонта оборудования,0.5349,1.0
"Системное моделирование ОФ
(ДТИ-КГМК-ОФ-052-К)",0.536,0.6232
АТТОЛИС,0.536,0.4949
Перевод ИДС на целевые CoreIT,0.5361,0.7849
Бутобой РС,0.5362,0.7714
MetalGPT — доменная языковая модель для металлургии,0.5362,0.9831
Реновация ИС «АСУ КСГ»,0.5363,0.7476
АСУ ОГР АО,0.5366,0.8011
"Технологии производства малотоннажной химической продукции (энергетика, микроэлектроника)",0.537,0.6865
Оптимизация грузопотоков через двойник,0.5372,0.9927
Прототип публикация сервиса Забота24 в Супернике,0.5373,0.7011
DynamiX Enterprise,0.5376,0.5564
Axelot,0.5379,0.7024
Продажа анонимизированных данных о качестве металла внешним партнерам,0.5382,0.8827
SAP S/4 HANA,0.5386,1.0
Кластер СДО.Сбор Данных,0.5387,0.9825
ИГН: задание на проектирование,0.5389,0.791
"Реновация Корпоративного хранилища данных и системы аналитической отчетности для Группы компаний «Норильский никель» (SAP BW, SAP BO)",0.5389,0.903
Личный ассистент (ЛИАС),0.5391,0.9139
"ВКС, СБСН и высокотехнологическое сетевое оборудование: выбор оборудования",0.5392,0.6821
АСУ ГТК AUXIL,0.5392,0.7993
Directum,0.5393,1.0
Directum,0.5393,1.0
Внедрение ЕГИС ОТБ,0.5394,0.7651
Перевод Nornickel Booking на целевые CoreIT,0.5398,0.6295
Перевод ИС ПКР ОПФ (КГМК) на целевые CoreIT,0.54,0.6736
Перевод АРМ УГП (КГМК) на целевые CoreIT,0.5401,0.7051
1С: АЗС,0.5405,0.5323
Перевод АРМ «Шламовый участок ХМЦ» (КГМК) на целевые CoreIT,0.5406,0.7039
7tech-ESB,0.5412,0.6474
Внедрение автоматизированной системы мониторинга транспорта в ООО «Медвежий ручей»,0.5413,0.6884
Внедрение комплексного приложения усовершенствованного управления питателями и мельницей полусамоизмельчения Талнахской обогатительной фабрики Заполярного филиала,0.5417,0.6536
Водородные ТЭЦ для энергоснабжения,0.542,0.72
Миграция SAP/Oracle на 1С/Галактика,0.542,0.903
Внедрение НТЛП ГосЛог,0.542,0.6638
RetailCRM Enterprise,0.5426,0.404
SpaceGreen,0.5427,0.5646
АСУ ОГР,0.5431,0.8507
"Создание АС контроля качества руды и засорений на ленточном конвейере, питающем МСИ ОФ ООО ''ГРК ''Быстринское''",0.5433,0.484
Перевод ЕСПО на целевые CoreIT,0.5436,0.7861
ELMA CRM+,0.5442,0.6557
Перевод ВИС ЦМТО (КГМК) на целевые CoreIT,0.5443,0.7052
"Прогноз металлов в первичном никеле - (Zn, Fe, Pb, Co, Cu)",0.5443,0.7433
Перевод Затарка контейнеров на целевые CoreIT,0.5447,0.803
Внедрение ГИС ЭПД,0.5449,0.7677
Реновация КАСУД,0.5453,0.744
Платформа знаний и переквалификации,0.5456,0.8887
ЦЭН. АС Учета движения анодов,0.5456,0.646
Mirapolis LMS,0.5464,0.8292
КриптоПро CSP,0.5464,0.7411
"Сервис по съемке и анализу данных БПЛА на ТОФ (с ООО ""Трейсэйр"")
(ДИР-ЗФ-ТОФ-025-О)",0.5466,0.7223
Перевод Ника на целевые CoreIT,0.5466,0.795
Центр:Энергоэффективность,0.5478,0.6063
ДК на вывод IS0003842 Платформа виртуализации VMware (КП),0.5479,0.7063
CompanyMedia,0.5479,1.0
CompanyMedia,0.5479,1.0
Оптимизация Печи КС РЦ КГМК,0.5482,0.9862
Перевод Система Управления сетевой инфраструктурой SolarWinds на целевые CoreIT,0.5484,0.564
Перевод АС «УАНС» на целевые CoreIT,0.5489,0.8025
ELMA365 ECM,0.5489,1.0
Artipic,0.5495,0.7984
Перевод ОлимпОКС на целевые CoreIT,0.5498,0.7954
Axelot TMS X5,0.55,0.6058
ПРОЕКТ ИЦК.МР - Реновация систем горного планирования в ООО «Медвежий ручей» (Тираж),0.5502,0.4865
"Оснащение источников загрязнения атмосферы САКВП на АО «НТЭК», АО «Кольская ГМК»",0.5503,0.6328
Перевод FIDS Аэрософт (Аэропорт Норильск) на целевые CoreIT,0.5503,0.6629
Распознавание персонала без СИЗ в опасных зонах,0.5503,0.7496
МПС софт,0.5504,0.7253
Гагарин,0.5505,0.6969
"Система калибровки пульповых анализаторов
(ЦРЦТ-КГМК-ОФ-029-П)",0.5506,0.5679
Visary ГИС,0.5506,0.7083
"Сервис по съемке и анализу данных БПЛА на НМЗ (с ООО ""Трейсэйр"")
(ДИР-ЗФ-НМЗ-024-О)",0.5507,0.617
"Активированный гипс для заклодчных смесей
(ДТИ-ЗФ-НМЗ-072-К)",0.5508,0.7493
ТУРБО ТОРО,0.5509,0.77
Перевод АС «Закупки» на целевые CoreIT,0.5509,0.7999
"Производство цемента из шлака МЗ или НМЗ
(ДТИ-ЗФ-МЗ-071-О)",0.5509,0.7882
ТУРБО ТОРО,0.5509,0.77
Перевод StaffCop на целевые CoreIT,0.551,0.4245
Гравитон,0.551,0.7061
АО «ИскраУралТел,0.5515,0.5594
ИТ-изменение АйВэй (i_way),0.5516,0.8993
АСУПБ-Insight (модуль Экология и охрана окружающей среды),0.5516,0.6623
Реновация ПК «Атмосфера»,0.552,0.7454
1С Документооборот,0.552,1.0
"Технология производства нерастворимых анодов
(ДТИ-КГМК-ЦЭН-036-К)",0.552,0.6734
1С Документооборот,0.552,1.0
Перевод Сайт КРП на целевые CoreIT,0.5522,0.8014
1С Отель,0.5523,0.5157
Реализация матричного конструктора условий оплаты и автоматизация управления базовой датой,0.5525,0.5705
Архивное дело,0.5529,1.0
Авандок,0.5532,0.88
Авандок,0.5532,0.88
Авандок,0.5532,0.88
1С: НиР Надежность и ремонты,0.5537,0.5838
Shvacher,0.5538,0.7158
"NextGIS QGIS (настольная часть), FlexGIS (серверная часть)",0.5539,0.9633
Квант-Гибрид,0.5539,0.8841
Повышение селективности (флотации ОХР) разделения ДМ,0.5539,0.8729
"Оптимизация розлива анодной меди
(ДТИ-ЗФ-МЗ-077-К)",0.554,0.9859
"Оптимизация теплового состояния печи Ванюкова МЗ ЗФ для увеличения межремонтных интервалов (изменение кесонов + футеровки)
(ДТИ-ЗФ-МЗ-067-О)",0.554,0.9855
"Оптимизация печей Ванюкова
(ЦРЦТ-ЗФ-МЗ-029-К)",0.554,0.9757
"Никелевые сплавы
(ДТИ-ГО-БА-009-П)",0.554,0.6646
Оптический контроль заполнения ковшей жидким металлом,0.554,0.7218
Автоматизированная система управления прокатным станом на базе ПЛК,0.554,0.7765
Автоматическая классификация 1000+ датчиков оборудования,0.554,0.9794
Оптимизация Трубчатой печи РЦ КГМК,0.554,0.9849
Автоматизированные системы загрузки шихты,0.554,0.8252
Углеродные наноматериалы для фильтрации газов,0.554,0.7887
Российские системы контроля вибрации,0.554,0.7755
Отечественные системы молниезащиты,0.554,0.6427
Сила,0.5542,0.7173
Перевод АС «Орбита» на целевые CoreIT,0.5542,0.6605
Реновация СТАП в дивизионах,0.5543,0.7417
Tessa,0.5544,1.0
"ПО автоматическая калибровка пульповых анализаторов ТОФ, МЗ",0.5544,0.8072
Learme,0.5545,0.8025
"Повышение товарной привлекательности железорудного концентрата ГРК ""Быстринское""
(ДТИ-ГРКБ-ОФ-016-П)",0.5546,0.789
Перевод Внешний сайт ООО «Востокгеология» на целевые CoreIT,0.5546,0.6576
ИТ-изменение Хотелбук,0.5548,0.9254
"Оптимизация управления основной флотацией
(ДИР-ГРКБ-ОФ-011-О)",0.5548,0.6418
VR-тренажеры для сталеваров,0.5548,0.7285
Ark,0.5549,0.7945
ПК-0 Машинист ШАС и ПДМ,0.5549,0.769
Мультитран,0.555,0.7343
OpenYard,0.5551,0.5453
Внедрение CRM-системы в ООО «Санаторий Заполярье»,0.5551,0.6484
Мобильный ремонтник,0.5552,0.5782
Самосмазывающиеся подшипниковые материалы,0.5553,0.9883
Ramax-ESB,0.5554,1.0
Flip,0.5557,0.842
PMControlling (платформа Метасфера),0.556,0.5679
MFlash,0.556,0.7239
ЦЭН. АС Учета движения анодов-1,0.5561,0.6435
UtiNet Glovirt,0.5561,0.7163
ПК Иридиум,0.5561,0.6921
КСОДУ-ОД,0.5562,0.7518
МРСПРО СтройКонтроль,0.5562,0.4625
Аргус AMS,0.5563,0.7237
HaoZip,0.5563,0.6366
ВК доски,0.5565,0.7221
Wone PMS,0.5566,0.5744
Мембранные системы для получения высокочистых газов,0.5568,0.6082
Обзор 360,0.5568,0.8398
Evolve,0.5568,0.9043
1С:УГТ,0.5569,0.7045
K50.ru,0.557,0.6804
Горизонт-ВС,0.5571,0.7089
imSwitch5,0.5572,0.4848
FPLUS,0.5572,1.0
ПО Надежность (+ПО МиД),0.5572,0.8552
Evolution Stack,0.5573,0.8343
FreshDoc,0.5573,1.0
Krita,0.5575,0.719
Реновация АСТО НД,0.5575,0.7379
MineSense,0.5575,0.7071
MineSense,0.5575,0.7071
МСА Платформа,0.5577,0.8329
Сервис Cobalt,0.5577,0.5104
Midas GTS NX,0.5577,0.6433
sBoard,0.5579,0.9482
Sarex,0.5579,0.7758
Simple Construction,0.5579,0.7512
Реновация СТАП в ГО,0.5583,0.7433
Сибком Цифра,0.5584,1.0
РЕД Виртуализация,0.5585,0.5574
Проcмоторщик,0.5586,0.5722
ПРОЕКТ ИЦК.МР - Реновация ГГИС Реновация Горно-геологической информационной системы в ООО «Медвежий ручей» (Тираж),0.5586,0.4901
"Цифровое моделирование пересыпных узлов и сит бутары
(ЦРЦТ-ГРКБ-ОФ-032-К)",0.5586,0.6617
Построение многофункционального инфраструктурного решения на базе Linux в ГО и РОКС вне див.,0.5587,0.5277
Перевод Альта-Максимум на целевые CoreIT,0.5588,0.7989
ANSDIMAT,0.5589,0.6809
I-DS,0.5589,0.559
Виртуальные испытания новых огнеупорных кирпичей,0.5589,1.0
"Стабилизация ОВП на переделе растворения ПНТП ЦЭН-2
(ЦРЦТ-КГМК-ЦЭН2-009-П)",0.559,0.6365
Оптимизатор коллективной флотации,0.5592,0.8525
Первая линия поддержки пользователей,0.5593,0.5773
1С:Производственная,0.5594,0.7882
ПО Надежность (от Северсталь),0.5594,0.6339
Реновация ВКС,0.5596,0.7419
Наноструктурированные покрытия для конвейерных лент,0.5596,0.9885
ИТ-изменение Броневик,0.5597,0.7865
Базовое моделирование финансовых данных с умным ассистентом,0.5597,1.0
АСРВ,0.5599,0.6853
Платформа АТОЛЛ,0.56,0.5783
Б1 Граф,0.56,0.6359
Appius-PLM ТДО и сGIS Pro,0.56,0.5632
Polymatica,0.5601,0.9318
AGRC,0.5601,0.6546
Юниверс DG,0.5601,0.6504
Спектр,0.5602,0.9417
Citeсk,0.5602,0.88
"Воспроизводство порошка железорудного окатыша на ГМП
(ЦРЦТ-ЗФ-НМЗ-095-К)",0.5603,0.9828
Сервис МЧД.МИГ24,0.5604,0.8296
Apache Superset,0.5604,0.5708
LDM,0.5605,0.518
СЕТЕРЕ ПДФ,0.5605,0.8481
Модернизация системы беспроводного аварийного оповещения персонала (СУБР-1П) на объектах минерально-сырьевого комплекса ЗФ ПАО «ГМК «Норильский Никель»,0.5605,0.4411
LDM,0.5605,0.518
НБУ,0.5606,0.8386
Pruffme,0.5606,0.8439
Gwenview,0.5607,0.6994
ИТ-изменение УФС,0.5607,0.8767
Pangolin,0.5607,0.7969
АС РестАрт,0.5607,0.8111
ПО Горный диспетчер,0.5607,0.4938
AKVILON,0.5608,0.6811
Техническое перевооружение Автоматизированной системы управления технологическими процессами Участка отгрузки богатого концентрата Обогатительной фабрики АО «Кольская ГМК»,0.5609,0.8121
Оргтехцентр,0.561,0.7072
BoardMaps VDR,0.561,0.8237
Платформа БЗ,0.561,0.7319
Техническое перевооружение Автоматизированных систем управления технологическими процессами кобальтового производства Цеха электролиза никеля АО «Кольская ГМК»,0.561,0.9805
Булат,0.5611,0.7174
Графолайт,0.5611,0.8403
Перевод ИС ПКР ОПФ (НПР) на целевые CoreIT,0.5612,0.8034
Циклон Э,0.5613,0.9644
"Катализатор для гликолевой кислоты
(ДТИ-ГО-БА-010-П)",0.5613,0.5411
SabyPresto,0.5614,0.8939
Аусферр,0.5614,0.9457
Рикор,0.5615,0.7182
Наноструктурированные покрытия для валков,0.5615,1.0
Documino,0.5616,1.0
Documino,0.5616,1.0
Ulogic,0.5617,0.9436
Модернизация системы криптографической защиты каналов связи С-Терра,0.5617,0.7044
Athena.VDR,0.5618,0.7016
Логос Гидрогеология,0.5618,0.6898
ПВ Ситроникс,0.5619,0.7169
Novobim,0.562,0.6096
МОДУС BI,0.562,0.8436
Юрайт,0.5621,0.6957
Холст,0.5621,0.846
Pixso,0.5621,0.8057
ByteFuse,0.5621,0.801
IS0003325 Голосовой помощник - информирования о производственных показателях,0.5622,0.9144
Тезис,0.5623,1.0
Рудопоток ЗФ,0.5623,0.9371
Аггрегейт (Тиббо),0.5623,0.6333
Перевод АС «РГП» на целевые CoreIT,0.5624,0.6646
Simplawyer,0.5624,0.9467
РусГИС,0.5624,0.6555
Перевод ПК РГП на целевые CoreIT,0.5624,0.6698
Jatoba,0.5624,0.8616
Jatoba,0.5624,0.8616
Cubix BM,0.5626,0.8633
Cubix BM,0.5626,0.8633
Alterra,0.5627,0.8405
Трактиръ,0.5627,0.7407
Подарок в квадрате,0.5627,0.8165
XSUD,0.5629,0.8007
Внедрение средства двухфакторной аутентификации с использованием одноразовых паролей в регионах  ПАО «ГМК «Норильский никель»,0.5629,0.6959
vStack,0.563,0.5295
HCI ОТВ эв3,0.563,0.5717
Реновация БМ КД,0.563,0.7431
"Восстановленная рецептура КМЦ FINNFIX 300
(ЦРЦТ-КГМК-ОФ-059-К)",0.563,0.622
Анализ состояния конвейерных лент,0.5631,0.5751
PTC Creo,0.5631,0.5551
"Автоматизированная система прогнозирования, управления ликвидацией, локализацией аварийных ситуаций на Норильской обогатительной фабрике",0.5632,0.4635
Платформа АрхиГраф,0.5632,0.5699
Компас-строитель,0.5633,0.5999
Depo,0.5634,0.8348
Vaulterix,0.5635,0.8474
Облачная платформа Рег.ру,0.5635,0.6101
БФТ.ЕНСИ,0.5636,0.856
ТОР КНД,0.5638,0.6366
SiO 2D,0.5639,0.5756
Разработка прототипа системы видеоаналитики «Контроль наполняемости ковша/кузова самоходного дизельного оборудования» на рудоспусках подсечных горизонтов рудника «Комсомольский» ЗФ,0.564,0.72
Повышение извлечения на АОВ НМЗ,0.564,0.7277
Honeywell,0.564,0.8299
Биогазовые установки для утилизации отходов,0.564,0.7009
Магистраль,0.564,0.7215
РТУ,0.5641,1.0
Калькулятор NPV для MetalGPT-инициатив,0.5641,0.7633
ИТ-изменение Островок,0.5641,0.9056
Перевод прототипа Прогары ковшей НМЗ в ПЭ,0.5644,0.5866
Перевод АСКУПО на целевые CoreIT,0.5644,0.8053
Tantor,0.5644,0.8039
Контур.Доверенность,0.5645,0.6339
Перевод ZuluGIS на целевые CoreIT,0.5647,0.6646
ОТВ эв3,0.5647,0.6463
Inferit,0.5648,0.793
ПО автоматическая калибровка пульповых анализаторов КГМК,0.5648,0.8074
LTE2,0.5648,0.6922
Сова Энтерпрайз,0.5648,0.8431
Дедал-Скаут,0.5649,0.6287
Рудопоток КГМК,0.5651,0.769
Создание автоматизированной системы контроля подкранового пространства на Норильской обогатительной фабрике,0.5651,0.5871
Внедрение системы автоматического контроля уровня головных бункеров питающих шаровые мельницы НОФ ООО Медвежий ручей,0.5652,0.4799
Техзор,0.5653,0.5715
Перевод 1С:УАТ (Нортранс-Норильск) на целевые CoreIT,0.5653,0.6592
Перевод 1С:УАТ (Колабыт) на целевые CoreIT,0.5653,0.8078
Коботы для работы в опасных зонах,0.5654,0.8709
Моделирование тепловых деформаций прокатных валков,0.5654,0.9545
АС-Архив / Датамастер,0.5655,1.0
TranseBase,0.5655,0.4888
ПолигонСофт,0.5656,0.7094
StarDict,0.5656,0.9344
Система калибровки пульповых анализаторов Обогатительной фабрики АО «Кольская ГМК»,0.5656,0.697
Портал данных для бизнеса (Спутник),0.5656,1.0
Knomary LMS,0.5656,0.6356
Аладдин,0.5658,0.6534
KeyStack Salt,0.5659,0.7087
Прогнозирование всех финансовых показателей статей ЧОК на базовом уровне,0.5659,1.0
ИИ щит — Защита ИИ-агентов от атак,0.566,0.9781
"Расчёт и оптимизация процесса флотации
(ДТИ-КГМК-ОФ-041-К)",0.566,0.6829
"Оптимизация затрат на Na2S на стадии первого контактирования
(ДТИ-ЗФ-ОФ-087-К)",0.566,0.6677
СЭД ТЕЗИС,0.566,1.0
КГМК_GPT. Интеллектуальный помощник «Интеллектуальной генеративный поиск» в ООО «Норникель-Спутник» .,0.566,0.6701
СУПРА,0.5661,0.7986
Оптимизация управления основной флотацией,0.5661,0.6788
Delta,0.5661,0.9627
АСК-горная логистика,0.5663,0.735
АСК-горная логистика,0.5663,0.735
cGIS,0.5664,0.6246
Перевод 1С:Нефтебаза и АЗС (ГРКБ) на целевые CoreIT,0.5665,0.667
Перевод 1С:УАТ (ГРКБ) на целевые CoreIT,0.5665,0.8085
ЦКС Дом.РФ,0.5665,0.684
"Производство сульфида натрия
(ДТИ-ЗФ-НМЗ-070-К)",0.5666,0.7773
Пилотирование корпоративного портала GenAI-решений на базе платформы Reksoft AI Hub,0.5666,0.5347
Duet 5.0,0.5666,0.6692
Техническое перевооружение автоматизированной системы управления технологическими процессами 2-й и 3-й секцией измельчения обогатительной фабрики АО «Кольская ГМК»,0.567,0.6949
Предиктивное моделирование финансовых данных,0.5671,1.0
Перевод АССОиН «НМЗ XIS» на целевые CoreIT,0.5671,0.8106
Калькулятор энергоэффективности генплана,0.5671,0.8286
"Катализаторы FDCA
(ДТИ-ГО-БА-011-П)",0.5672,0.5648
Figma,0.5672,0.8895
Внедрение системы управления железнодорожным транспортом в ЗФ (тираж проекта IT.R.23-42 на ПТЖТ),0.5673,0.6786
Boto,0.5674,0.8295
"Аксиома.ГИС (настольная часть), ТерГИС (серверная часть)",0.5674,0.9042
Плафторма Инферит OpenStack,0.5675,0.6487
Норси-Транс,0.5677,0.6783
Numa vServer,0.5678,0.507
Контроль подкрановых пространств,0.5678,0.6382
НМЗ CV определения прогаров ковшей на КО,0.5679,0.8466
Реновация информационной системы АРМ ''Геолог'',0.5679,0.7824
"Снижение содержания MgO в сульфидном концентрат ОФ
(ДТИ-КГМК-ОФ-017-К)
",0.5681,0.7653
1С ТЛЭ,0.5683,0.6411
Норси -Транс,0.5686,0.6809
Штаб,0.5687,1.0
1C:УАТ,0.5691,0.8503
Видеомониторинг мест выполнения погрузо-разгрузочных работ с применением подъемных сооружений на Норильской обогатительной фабрике,0.5692,0.6474
1С: РИОРы (НТЭК),0.5692,0.7579
Альт Вируализация,0.5693,0.6553
Автономные роботы-уборщики в цехах,0.5697,0.9903
Реновация платформы «Honeywell»,0.57,0.7461
Создание ИТ-инфраструктуры предоставления виртуальных рабочих мест для обеспечения работы пользователей в гетерогенной среде,0.5702,0.9944
Obermaster,0.5704,0.86
Кросслайф,0.5704,0.7094
Виртуальные датчики (цифровой пеносъём),0.5705,0.9772
Виртуальные датчики (цифровый мутномер),0.5705,0.5979
Q-Integration,0.5707,0.5264
GeoStab,0.5708,0.6287
RuPost,0.5708,0.8351
"Переработка железистого кека
(ДТИ-КГМК-БА-039-О)",0.571,0.6298
Система дистанционного контроля промышленной безопасности (СДКПБ),0.5711,0.7555
Shelter PMS,0.5714,0.7412
Larix+PlanR,0.5714,0.4206
Проверка заданий на проектирование на ошибки по СНИП,0.5715,0.5661
LegatoData,0.5716,0.9425
Integra,0.5716,0.5346
Penpot,0.5717,0.5171
Triniti,0.572,0.7927
Перевод 1C 8.3:Отгрузка ПЦ (НОК) на целевые CoreIT,0.5721,0.5904
УТ-ВСЦП Учебный курс «Виртуальная смена Центра планирования с использованием комплексов удаленного управления техникой». Симулятор виртуальной смены рудника,0.5722,0.9888
Светофорное регулирование участка самосвальной откати (РТ),0.5723,0.5885
Spirit-ESB,0.5725,0.4113
Конвертера МЗ,0.5725,0.7969
Операционное мероприятие по увеличению расхода аэрофлота,0.5726,0.9505
Техническое перевооружение Автоматизированной системы управления корпуса средне-мелкого дробления Дробильного отделения Обогатительной фабрики АО ''Кольская ГМК'',0.5727,0.6945
Локальная система оповещения на Кайерканской нефтебазе,0.5728,0.5501
Умные расходомеры для технологической воды,0.5732,0.7887
Реновация платформы Honeywell,0.5732,0.749
Lunacy,0.5733,0.5113
"Оптимизация теплового состояния печей взвешенной плавки для сохранения ресурса и повышения производительности по штейну
(ДТИ-ЗФ-НМЗ-069-О)",0.5735,0.9859
Форсайт,0.5737,1.0
Внедрение системы мобильного ТОРО на обогатительную фабрику ГРКБ,0.5737,0.7656
АСМОграф,0.5737,0.9494
"Автоматизированная система прогнозирования, управления ликвидацией, локализацией аварийных и чрезвычайных ситуаций",0.5739,0.6051
АСУ ГТК,0.5741,0.8368
iSpring Learn,0.5741,0.801
Перевод ПК СКУД (ГН НФ) на целевые CoreIT,0.5741,0.7037
Имитационное моделирование последствий аварийных остановок,0.5742,0.86
Интеграция решений по прогнозу финансовых данных,0.5743,0.903
1С:CRM КОРП,0.5744,0.5018
Bercut ESB,0.5749,1.0
"Внедрение автоматизированной системы по расчету годового планового баланса (в разрезе месяц, квартал, год) количественных и качественных показателей в продуктах перерабатываемых на Норильской обогатительной фабрике ООО «Медвежий ручей»",0.575,0.8649
Управление режимом скачивания шлака с ПВП,0.5751,0.7039
Оптический контроль заполнения бункеров сырьем,0.5754,0.4742
Integro,0.5754,0.5474
Оптический контроль заполнения бункеров флюсами,0.5754,0.7635
Перевод СОТ Гипроникель (ГО) на целевые CoreIT,0.5754,0.7024
Логус,0.5758,0.5127
1C: RCM Управление надежностью,0.576,0.8353
Георадар на БПЛА для локализации заколов в штреках горных выработок,0.5763,0.7031
Sumatra PDF,0.5766,1.0
DATARU,0.5767,0.8222
ЦИТ ДИТ 2024-2035 Последовательное решение экологического вопроса в регионах присутствия ЦИТ ДИТ 2024-2035 Последовательное решение экологического вопроса в регионах присутствия,0.5768,0.6917
SapRun-ESB,0.5768,1.0
ПК СВ Брест,0.5769,0.7752
Шихтовка ТОФ,0.5775,0.9806
ИТ-изменение С7,0.5777,0.9268
AR Mobile,0.5778,0.7038
Умные расходомеры для технологических газов,0.5779,0.4834
Hardroller,0.578,0.7256
"Предсказание загрязняющих примесей в католите кобальтоочистки ЦЭН-2«Кольская ГМК» (ЦЭН-2, КО, контроль примесей)",0.5781,0.7955
Pragmacore,0.5781,0.4684
Флот автономных погрузчиков с коллективным ИИ,0.5783,0.4417
DATA-TRACK,0.5784,0.7338
Повышение селективности ХМЦ,0.5784,0.9052
Модернизация инженерной ИТ-инфраструктуры в серверных/технических помещениях предприятий Заполярного филиала ПАО «ГМК «Норильский никель,0.5785,0.4991
5G (NSA/SA)3,0.5786,0.7115
Автономные транспортные системы в цехах,0.5787,0.9873
Цифровой двойник сотрудника (имитирует принятие решений),0.5787,0.9118
ИГН: нормоконтроль документации,0.5788,0.771
Телеметрия Предикт в КГМК Рудник Северный,0.5792,0.9726
CV по управлению подачей реагентики на флотомашины,0.5793,0.5897
Цифровое казначейство - развитие,0.5796,0.8339
Локальная система оповещения опасных производственных объектов 1 и 2 класса опасности ЗТФ ПАО «ГМК «Норильский никель»,0.5803,0.3632
"«Добыча»: Контроль рудозасорения: Выборщик, Технолог НОФ",0.5803,0.5915
SI3000,0.5803,0.4677
ИИ Оценка уровня культуры безопасности,0.5806,0.5859
Экосистема продуктов Arenadata3,0.5806,1.0
Конструктор предобработки данных,0.5809,0.5481
"Повышение качества катодов меди производства ЦЭМ
(ДТИ-ЗФ-МЗ-068-О)",0.5811,0.6475
1С: ТОИР,0.5811,0.5253
Модернизация существующей системы видеонаблюдения ООО Медвежий ручей,0.5812,0.694
Защита и восстановление от вирусов вымогателей,0.5813,0.86
Реновация систем управления производством обогатительной фабрики АО ''Кольская ГМК'',0.5816,0.7042
Монолит СЭД,0.5817,1.0
«Добыча»: Контроль мутности сгустителей: Оператор сгустителей,0.5818,0.7036
1IDM,0.582,0.8439
iikoCard,0.5824,0.822
PDS,0.5825,0.7863
РИО.CSP,0.5825,1.0
Процессные сервисы: контроли КХД и SAP,0.5827,0.903
Развитие локальной системы оповещения в ООО «ГРК «Быстринское»,0.5828,0.5024
PitManager,0.5829,0.6947
HostVM,0.5829,0.829
1С-Битрикс24.CRM,0.583,0.7679
SODIS BUILDING CM,0.5831,0.5282
PDF Commander,0.5831,1.0
Aquarius,0.5834,0.6688
Proxima DB,0.5834,0.835
Kodi,0.5836,1.0
Разработка и внедрение автоматизированной системы планирования работ и управления транспортом «СПРУТ» ЗФ ПАО «ГМК «Норильский Никель» и РОКС,0.5837,0.4555
Внедрение системы диспетчеризации ЖД-вагонов для повышения их оборачиваемости,0.5838,0.7115
WallStreetSuite,0.584,0.86
Внедрение системы мониторинга протечек трубопроводов,0.5842,0.6299
Перевод R-Keeper на целевые CoreIT,0.5844,0.7493
"Оптимизация гидроциклонирования с помощью компьютерного моделирования
(ДТИ-ГРКБ-ОФ-026-О)",0.5846,0.657
ЭЛАР Контекст,0.5846,0.7114
RDW,0.5847,0.8394
Foodcard,0.5849,0.8002
Оснащение инженерно-техническими средствами охраны объектов ПЕСХ ЗФ,0.585,0.7652
In.Plan,0.5856,1.0
"Автономные бутобои
(ЦРЦТ-ЗФ-Р-074-П)",0.5858,0.6065
Вентиляция 2,0.5858,0.9852
Интегратор-ESB,0.5858,0.86
Внедрение автоматизированной системы планирования работ и управления транспортом СПРУТ в ЗТФ ПАО «ГМК «Норильский никель»,0.5859,0.4573
Установка датчиков и системы оповещения с технологией LoraWAN для термометрии металлоконструкций зданий и сооружений,0.586,0.5767
"ДК на вывод 1С:Трактир (РКЦ, Санаторий Заполярье) IS0001559",0.5861,0.7296
МТС Линк Доски,0.5861,0.8323
Insight BI,0.5862,0.5707
Анализ состояния изоляции электрооборудования,0.5864,0.5507
Avanpost IDM,0.5866,1.0
Анализ состояния изоляции печных трансформаторов,0.5868,0.75
Углеродные нанотрубки для упрочнения сталей,0.5869,1.0
"Реновация БМ, АСТО Забайкальского Дивизиона",0.5874,0.7749
Sitronics,0.5875,0.713
BPMSoft Управление,0.5877,0.7728
Roc Integration,0.5877,0.5499
 Оптимизация энергоэффективности,0.5877,0.6367
Solar inRights,0.5878,0.58
Каталитические системы для переработки отходов,0.588,0.596
Цифровой двойник карьера,0.5882,0.9957
Inpolus Integration Platform,0.5882,0.6227
Анализ и прогнозирование управления запасами,0.5883,0.8531
Перевод Суточные рапорты на целевые CoreIT,0.5884,0.7972
ИС «Модель управления секциями вкрапленой цепочки флотации с помощью ML-алгоритмов на Норильской обогатительной фабрике»,0.5889,0.7449
Analytic Workspace,0.5891,0.5086
"Диспетчеризация ЖД
(ЦРЦТ-ГРКБ-ОФ-030-К)",0.5892,0.6057
Автоматизированная система управления надежностью промышленных активов КГМК,0.5893,0.6107
Цитрос Архив,0.5894,1.0
Яндекс Почта: Email и Облако,0.5895,1.0
Dotspace,0.5896,0.7673
Piklema,0.5896,0.8514
MOLECRAFT,0.5897,0.7994
Перевод ПК «Архив» на целевые CoreIT,0.5897,0.7812
Zwcad,0.5897,0.4887
Мовавика Фото,0.5899,0.7085
BRIO MRS,0.59,1.0
Нимбиус Штурвал zVirt,0.5904,1.0
ПТК АЗС,0.5905,0.4817
Cloud4y. Корпоративная почта в облаке,0.5909,0.5056
Проект-менеджмент,0.591,0.3698
Доработка программно-технического комплекса Горный диспетчер,0.5911,0.4957
Адепт:Стройконтроль + Адепт:Исполнительная документация,0.5912,0.4266
SMPlayer,0.5915,0.8276
